"Calendar Year","Object Identification Number","Oversight Agency","Operator Name","Status","Location Name","State","Borough","Postcode","Address Street","Full Location Address","Full Location Phone Number","Latitude","Longitude","Wireline Dwn","Wireline Up","WiFi Dwn","WiFi Up","Workstation Number","Target Population","Digital Literacy Support Staff","Mon Hours","Tue Hours","Wed Hours","Thu Hours","Fri Hours","Sat Hours","Sun Hours","Language Access","Wheelchair Accessible","Wheelchair Access Notes","Assistive Technology","Technology Related Courses","Productivity Tools (ex:  Using Word, Excel, Powerpoint, Adobe Acrobat, etc.)","Job Readiness (ex: resume help, job search, etc.)","Education (ex: personal growth, k-12 supports, reading research, etc.)","Creative Expression  (ex: making art, videos, blogs, websites, etc.)","Media and Entertainment (ex: consuming, producing, etc.)","Certifications (ex: in software, in housing, in professional areas, etc.)","Digital Literacy","Digital Media and Creativity","Telehealth Skills","Advanced Tech Skills","General Tech Help","Device Loaning","Device Loaned","Type of Device Available","Access Requirements","Access Notes","URL","Community District","Council District","BIN","BBL","Census Tract (2020)","Neighborhood Tabulation Area (NTA) (2020)","Location"
"2025","DFTAPCCJEW352","NYC Aging","Jewish Association For Services For The Aged",,"Senior Alliance Neighborhood Senior Center","NY","Brooklyn","11235","161 Corbin Place, 11235, Brooklyn, New York, USA","161 Corbin Place, 11235, Brooklyn, New York, USA","(718) 646-4100","40.5776865","-73.9538459","93.5","93.5","80.5","80.5","0","Older Adults","Y","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Russian,Polish,Ukranian","Y","N/A","N","Y","Y","N","N","N","N","N","Y",,,,,"Y",,"Tablets","Y","Age 60+","http://jasa.org","315","48","3245719","3087190073","61004","BK1303","POINT (-73.95384589999999 40.5776865)"
"2025","QPL017","Queens Public Library (QPL)","Queens Public Library (QPL)",,"East Flushing Library","NY","Queens","11358","196-36 Northern Boulevard, 11358, Queens, New York, USA","196-36 Northern Boulevard, 11358, Queens, New York, USA","(718) 357-6643","40.7575345","-73.7843271","500","500","24.4","24.4","6","All NYC residents","Y","10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","Y","N","N","N","N","N","N",,,,,"Y",,"Tablets","N","N/A","https://www.queenslibrary.org/about-us/locations/east-flushing","411","19","4124564","4055200018","145101","QN1101","POINT (-73.7843271 40.7575345)"
"2025","NYPL057","New York Public Library (NYPL)","New York Public Library (NYPL)",,"Parkchester Library","NY","Bronx","10462","1985 Westchester Avenue, 10462, Bronx, New York, USA","1985 Westchester Avenue, 10462, Bronx, New York, USA","(718) 829-7830","40.833768","-73.8583618","1000","1000","1000","1000","36","All NYC residents","Y","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengali,Haitian,Creole,Arabic,Urdu,French,Polish","Y","Temporarily closed","Y","Y","Y","Y","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops,Chromebooks","N","N/A","http://nypl.org/techconnect","209","18","2028890","2039300059","222","BX0904","POINT (-73.8583618 40.833768)"
"2025","DFTAPCCACA422","NYC Aging","RAIN Total Care Inc.",,"Middletown Neighborhood Senior Center","NY","Bronx","10461","3035 Middletown Road, 10461, Bronx, New York, USA","3035 Middletown Road, 10461, Bronx, New York, USA","(718) 822-0486","40.8444795","-73.8291686","230","35.6","31","213","5","Older Adults","Y","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","Closed","Closed","Spanish","Y","N/A","N","Y","N","N","Y","Y","Y","N","N",,,,,"Y",,"Tablets,Desktops,Cameras","Y","Age 60+","http://raininc.org","210","13","2046141","2041710024","26602","BX1003","POINT (-73.8291686 40.8444795)"
"2025","QPL057","Queens Public Library (QPL)","Queens Public Library (QPL)",,"South Hollis Library","NY","Queens","11412","204-01 Hollis Avenue, 11412, Queens, New York, USA","204-01 Hollis Avenue, 11412, Queens, New York, USA","(718) 465-6779","40.7070094","-73.7538162","500","500","24.4","24.4","19","All NYC residents","Y","10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","N","Y","N","N","N","N","N",,,,,"Y",,"Tablets,Desktops","N","N/A","https://www.queenslibrary.org/about-us/locations/south-hollis","412","27","4442263","4109070030","508","QN1206","POINT (-73.7538162 40.7070094)"
"2025","NYPL038","New York Public Library (NYPL)","New York Public Library (NYPL)",,"Hunts Point Library","NY","Bronx","10459","877 Southern Boulevard, 10459, Bronx, New York, USA","877 Southern Boulevard, 10459, Bronx, New York, USA","(718) 617-0338","40.8186064","-73.8941552","200","200","200","200","32","All NYC residents","Y","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengali,Haitian,Creole,Arabic,Urdu,French,Polish","Y","N/A","Y","Y","Y","Y","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops,Chromebooks","N","N/A","http://nypl.org/techconnect","202","17","2005755","2027220063","89","BX0201","POINT (-73.8941552 40.8186064)"
"2025","DFTAPCCACA836","NYC Aging","Acacia Network",,"Elmhurst Jackson Heights Neighborhood Senior Center","NY","Queens","11373","75-01 Broadway, 11373, Queens, New York, USA","75-01 Broadway, 11373, Queens, New York, USA","(718) 478-7171","40.7464368","-73.890145","383.2","55.9","383.2","55.9","16","Older Adults","Y","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish,Chinese","Y","Main entrance on street level","N","Y","Y","N","Y","N","N","N","Y",,,,,"Y",,"Desktops,Laptops,Tablets","Y","Members age 60 and above",,"404","25","4036730","4014860013","267","QN0401","POINT (-73.89014499999999 40.7464368)"
"2025","DFTAPCCBRO155","NYC Aging","Bronxworks",,"Sedgwick Social Club","NY","Bronx","10453","1554 University Ave, 10453, Bronx, New York, USA","1554 University Ave, 10453, Bronx, New York, USA","(718) 684-7715","40.8463029","-73.9212569","0","0","0","0","1","Older Adults","Y","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Spanish,Interpreters available upon request","Y","N/A","N","Y","N","N","N","N","N","N","Y",,,,,"N",,"Desktops,Cameras,Microphones,Printers","Y","Yes, to use the computers client must be enrolled in services.","http://www.bronxworks.org","205","14",,,"21301","BX0501","POINT (-73.9212569 40.8463029)"
"2025","NYCHADV03","New York City Housing Authority (NYCHA)","New York City Housing Authority (NYCHA)",,"Digital Van 3","NY","Manhattan,Brooklyn,Bronx,Queens,Staten Island","N/A","N/A, N/A, Manhattan, Brooklyn, Bronx, Queens, Staten Island, New York, USA","N/A, N/A, Manhattan, Brooklyn, Bronx, Queens, Staten Island, New York, USA","(212) 306-8090",,,"15.4","131","16.8","0.6","8",,"Y","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","Sometimes during the Summer, 1 Saturday per month per driver.","N/A","Spanish","Y","N/A","Y","Y","Y","Y","Y","N","N","N","Y",,,,,"N",,"Wi-fi Hotspots,Desktops,Printers","Y","The eligbility requirement is that you must be under the age of 12 and be accompanied by an adult.","https://www.nyc.gov/site/nycha/residents/digital-van.page",,,,,,,
"2025","DFTAPCCNYC332","NYC Aging","Lenox hill neighborhood house",,"Lenox Hill Neighborhood House","NY","Manhattan","10021","332 E 70th Street, 10021, Manhattan, New York, USA","332 E 70th Street, 10021, Manhattan, New York, USA","(212) 744-5022","40.7666347","-73.957783","94","5.1","92.4","12.4","12","Older Adults","Y","8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","Varies","Varies","Chinese,Spanish","Y","331 East 70th Street Ramp","N","Y","Y","Y","Y","Y","Y","N","Y",,,,,"N",,"Laptops,Tablets,Printers,Wi-fi Hotspots","Y","Must be members of the Older Adult Centers, i.e. 60 or older and resident of 5 boroughs","https://www.lenoxhill.org/center-lenox-hill-neighborhood-house","108","5","1044826","1014440031","12601","MN0801","POINT (-73.95778299999999 40.7666347)"
"2025","DYCDPCCUN816","Department of Youth and Community Development (DYCD)","University Settlement Society of NY",,"Ingersoll Community Center","NY","Brooklyn","11201","177 Myrtle Avenue, 11201, Brooklyn, New York, USA","177 Myrtle Avenue, 11201, Brooklyn, New York, USA","(718)-522-5051","40.6938415","-73.9820439","N/A","N/A","N/A","N/A","17","All NYC residents","Y","9am-10pm","9am-10pm","9am-10pm","9am-10pm","9am-10pm","10am - 9pm","Closed","N/A","Y","N/A","N","Y","Y","N","N","N","N","N","N",,,,,"Y",,"Desktops","Y","Age requirements (ages 5 to 99)","https://www.universitysettlement.org/","302","35","3257034","3020500001","1501","BK0202","POINT (-73.9820439 40.6938415)"
"2025","DFTAPCCBRI708","NYC Aging","Fort Greene Council",,"Remsen Neighborhood Senior Center","NY","Brooklyn","11203","3304 Clarendon Road, 11203, Brooklyn, New York, USA","3304 Clarendon Road, 11203, Brooklyn, New York, USA","(718) 282-1259","40.6431916","-73.9454882","9","1","9","1","N/A","Older Adults","N","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","N/A","N/A","N/A","N/A","Y","N","N","Y","N","N","N","N",,,,,"N",,"N/A","Y","Age 60+","http://fortgreenecouncil.org","317","45","3111409","3049500001","830","BK1702","POINT (-73.9454882 40.6431916)"
"2025","BPL042","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)",,"Mill Basin Library","NY","Brooklyn","11234","2385 Ralph Ave (near Ave N) , 11234, Brooklyn, New York, USA","2385 Ralph Ave (near Ave N) , 11234, Brooklyn, New York, USA","(718) 241-3973","40.6199465","-73.9169821","101","15","100","100","20","All NYC residents","Y","10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line","Y","N/A","Y","Y","N","N","Y","N","N","N","N",,,,,"Y",,"Laptops,Desktops","N","N/A","http://bklynlibrary.org/locations/mill-basin","318","46","3235910","3083630009","69602","BK1802","POINT (-73.91698210000001 40.6199465)"
"2025","DFTAPCCYOU440","NYC Aging","Young Israel Programs Inc.",,"Young Israel Forest Hills Senior League","NY","Queens","11375","68-07 Burns Street, 11375, Queens, New York, USA","68-07 Burns Street, 11375, Queens, New York, USA","(718) 520-2305","40.7216215","-73.8518012","89.9","11.1","90.3","11.7","0","Older Adults","N","9:30 AM - 4:30 PM","9:30 AM - 4:30 PM","9:30 AM - 4:30 PM","9:30 AM - 4:30 PM","9:30 AM - 1:30 PM","Closed","Closed","Chinese,Spanish,Russian,All languages through Language Line","Y","N/A","N","Y","Y","N","N","N","N","N","Y",,,,,"Y",,"Laptops,Chargers,Scanners,Headsets,Tablets,Printers","N","N/A","https://www.yifh.org/about-us","406","29","4077448","4032340089","711","QN0602","POINT (-73.85180120000001 40.7216215)"
"2025","QPL048","Queens Public Library (QPL)","Queens Public Library (QPL)",,"Queensbridge Library","NY","Queens","11101","10-43 41st Avenue, 11101, Queens, New York, USA","10-43 41st Avenue, 11101, Queens, New York, USA","(718) 937-6266","40.7553894","-73.945698","500","500","24.4","24.4","5","All NYC residents","Y","12pm - 8pm","Closed","12pm - 8pm","12pm - 8pm","Closed","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","N","N","N","N","N","N","N",,,,,"Y",,"Desktops","N","N/A","https://www.queenslibrary.org/about-us/locations/queensbridge","401","26","4595582","4004700100","25","QN0105","POINT (-73.945698 40.7553894)"
"2025","QPL026","Queens Public Library (QPL)","Queens Public Library (QPL)",,"Hillcrest Library","NY","Queens","11366","187-05 Union Turnpike, 11366, Queens, New York, USA","187-05 Union Turnpike, 11366, Queens, New York, USA","(718) 454-2786","40.7292614","-73.7819371","500","500","24.4","24.4","11","All NYC residents","Y","10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","N","N","N","N","N","N","N",,,,,"Y",,"Tablets,Desktops","N","N/A","https://www.queenslibrary.org/about-us/locations/hillcrest","408","24","4155032","4072040040","1333","QN0803","POINT (-73.7819371 40.7292614)"
"2025","NYPL042","New York Public Library (NYPL)","New York Public Library (NYPL)",,"Kingsbridge Library","NY","Bronx","10463","291 West 231st Street, 10463, Bronx, New York, USA","291 West 231st Street, 10463, Bronx, New York, USA","(718) 548-5656","40.8807247","-73.9077083","1000","1000","1000","1000","39","All NYC residents","Y","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengali,Haitian,Creole,Arabic,Urdu,French,Polish","Y","N/A","Y","Y","Y","Y","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops,Chromebooks","N","N/A","http://nypl.org/techconnect","208","11","2119474","2057130123","289","BX0802","POINT (-73.9077083 40.88072469999999)"
"2025","NYPL040","New York Public Library (NYPL)","New York Public Library (NYPL)",,"Jefferson Market Library","NY","Manhattan","10011","425 Avenue of the Americas, 10011, Manhattan, New York, USA","425 Avenue of the Americas, 10011, Manhattan, New York, USA","(212) 243-4334","40.7345909","-73.9992165","1000","1000","1000","1000","18","All NYC residents","Y","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 8:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengali,Haitian,Creole,Arabic,Urdu,French,Polish","Y","N/A","Y","Y","Y","Y","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops,Chromebooks","N","N/A","http://nypl.org/techconnect","102","3","1082668","1006060001","71","MN0203","POINT (-73.9992165 40.7345909)"
"2025","DYCDPCCRE577","Department of Youth and Community Development (DYCD)","Research Foundation of CUNY",,"Langston Hughes Cornerstone Community Center/ Langston Hughes Senior Center","NY","Brooklyn","11212","301 Sutter Avenue, 11212, Brooklyn, New York, USA","301 Sutter Avenue, 11212, Brooklyn, New York, USA","(718) 498-7752","40.6678137","-73.9090485","10","1","0","10","N/A","All NYC residents","N","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","9:00 AM - 10:00 PM","N/A","N/A","N/A","N/A","Y","N","Y","Y","N","Y","N","Y",,,,,"N",,"N/A","N/A","N/A","http://mec.cuny.edu","316","41","3348344","3035260021","906","BK1602","POINT (-73.9090485 40.6678137)"
"2025","BPL037","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)",,"Macon Library","NY","Brooklyn","11233","361 Lewis Ave. at Macon St., 11233, Brooklyn, New York, USA","361 Lewis Ave. at Macon St., 11233, Brooklyn, New York, USA","(718) 573-5606","40.6830369","-73.9348376","101","15","100","100","18","All NYC residents","Y","10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","1:00PM - 5:00 PM","All languages through Language Line","Y","N/A","Y","Y","N","N","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops","N","N/A","http://bklynlibrary.org/locations/macon","303","36","3046408","3016650001","295","BK0302","POINT (-73.9348376 40.6830369)"
"2025","QPL046","Queens Public Library (QPL)","Queens Public Library (QPL)",,"Poppenhusen Library","NY","Queens","11356","121-23 14th Avenue, 11356, Queens, New York, USA","121-23 14th Avenue, 11356, Queens, New York, USA","(718) 359-1102","40.7862072","-73.8459955","500","500","24.4","24.4","11","All NYC residents","Y","10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","Y","N","N","N","N","N","N",,,,,"Y",,"Laptops,Tablets,Desktops","N","N/A","https://www.queenslibrary.org/about-us/locations/poppenhusen","407","19","4097863","4040420113","929","QN0701","POINT (-73.8459955 40.7862072)"
"2025","QPL055","Queens Public Library (QPL)","Queens Public Library (QPL)",,"Rosedale Library","NY","Queens","11422","144-20 243rd Street, 11422, Queens, New York, USA","144-20 243rd Street, 11422, Queens, New York, USA","(718) 528-8490","40.6599806","-73.7399267","500","500","24.4","24.4","13","All NYC residents","Y","10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","N","N","N","N","N","N","N",,,,,"Y",,"Laptops,Tablets,Desktops","N","N/A","https://www.queenslibrary.org/about-us/locations/rosedale","413","31","4287999","4135490007","65401","QN1307","POINT (-73.7399267 40.6599806)"
"2025","BPL005","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)",,"Borough Park Library","NY","Brooklyn","11219","1265 43rd St. at 13th Ave. , 11219, Brooklyn, New York, USA","1265 43rd St. at 13th Ave. , 11219, Brooklyn, New York, USA","(718) 437-4085","40.6389294","-73.9889694","101","15","100","100","14","All NYC residents","Y","10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","1:00PM - 5:00 PM","All languages through Language Line","Y","N/A","Y","Y","N","N","Y","N","Y","N","N",,,,,"Y",,"Desktops","N","N/A","https://www.bklynlibrary.org/locations/borough-park",,,,,,,"POINT (-73.9889694 40.63892939999999)"
"2025","DFTAPCCJAC640","NYC Aging","Jacob A. Riis Neighborhood Settlement",,"Queensbridge-Riis Neighborhood Senior Center","NY","Queens","11101","10-25 41st Avenue, 11101, Queens, New York, USA","10-25 41st Avenue, 11101, Queens, New York, USA","(718)-784-7447","40.7556163","-73.9445698","395","26.4","49","28","13","Older Adults","N","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Closed","Closed","Spanish","Y","Its location is at 1025 41st Ave.","N","Y","N","N","N","N","N","N","Y",,,,,"Y",,"Desktops,Printers,Headsets","N","N/A","http://riissettlement.org","401","26","4433386","4004700100","25","QN0105","POINT (-73.9445698 40.7556163)"
"2025","QPL010","Queens Public Library (QPL)","Queens Public Library (QPL)",,"Broadway Library","NY","Queens","11103","40-20 Broadway, 11103, Queens, New York, USA","40-20 Broadway, 11103, Queens, New York, USA","(718) 721-2462","40.7585361","-73.918621","500","500","24.4","24.4","43","All NYC residents","Y","10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","N","N","N","N","N","N","N",,,,,"Y",,"Desktops","N","N/A","https://www.queenslibrary.org/about-us/locations/broadway","401","22","4011018","4006760050","157","QN0104","POINT (-73.918621 40.7585361)"
"2025","NYPL023","New York Public Library (NYPL)","New York Public Library (NYPL)",,"Edenwald Library","NY","Bronx","10466","1255 East 233rd Street, 10466, Bronx, New York, USA","1255 East 233rd Street, 10466, Bronx, New York, USA","(718) 798-3355","40.888861","-73.8408496","1000","1000","1000","1000","19","All NYC residents","Y","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 7:00 PM","10:00 AM - 6:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengali,Haitian,Creole,Arabic,Urdu,French,Polish","Y","N/A","Y","Y","Y","Y","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops,Chromebooks","N","N/A","http://nypl.org/techconnect","212","12","2066596","2049560001","426","BX1202","POINT (-73.8408496 40.888861)"
"2025","QPL001","Queens Public Library (QPL)","Queens Public Library (QPL)",,"Arverne Library","NY","Queens","11692","312 Beach 54th Street, 11692, Queens, New York, USA","312 Beach 54th Street, 11692, Queens, New York, USA","(718) 634-4784","40.5931209","-73.7840513","500","500","24.4","24.4","19","All NYC residents","Y","10am - 6pm","1pm - 6pm","10am - 6pm","12pm - 8pm","10am - 6pm","10am - 5pm","Closed","All languages through Language Line","N/A","N/A","Y","Y","Y","N","N","N","N","N","N",,,,,"Y",,"Laptops,Tablets,Desktops","N","N/A","https://www.queenslibrary.org/about-us/locations/arverne","414","31","4301922","4158900018","97204","QN1402","POINT (-73.7840513 40.5931209)"
"2025","BPL055","Brooklyn Public Library (BPL)","Brooklyn Public Library (BPL)",,"Sunset Park Library","NY","Brooklyn","11220","5108 Fourth Avenue , 11220, Brooklyn, New York, USA","5108 Fourth Avenue , 11220, Brooklyn, New York, USA","(718) 567-2806","40.6459117","-74.0136256","5","300","300","300","9","All NYC residents","Y","10:00AM - 6:00PM","1:00PM - 8:00PM","10:00AM - 6:00PM","10:00AM - 8:00 PM","10:00AM - 6:00PM","10:00AM - 5:00 PM","Closed","All languages through Language Line","Partially","N/A","Y","Y","Y","Y","N","N","Y","N","N",,,,,"Y",,"Laptops,Desktops","N","N/A","http://bklynlibrary.org/locations/sunset-park","307","38","3013507","3007987501","78","BK0702","POINT (-74.0136256 40.64591170000001)"
"2025","DYCDPCCEL701","Department of Youth and Community Development (DYCD)","El Puente de Williamsburg",,"Williams Plaza Leadership Center","NY","Brooklyn","11211","323 Roebling Street, 11211, Brooklyn, New York, USA","323 Roebling Street, 11211, Brooklyn, New York, USA","(718) 408-6792","40.7082485","-73.9606813","100","10","0","0","N/A","All NYC residents","N","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","Closed","Closed","N/A","N/A","N/A","N/A","Y","N","Y","Y","Y","N","N","N",,,,,"N",,"N/A","N/A","N/A","http://elpuente.org","301","34","3341975","3021400026","525","BK0102","POINT (-73.96068129999999 40.7082485)"
"2025","DFTAPCCCAT771","NYC Aging","Catholic charities",,"Lodge Older Adult Center","NY","Brooklyn","11214","7712 18 Avenue, 11214, Brooklyn, New York, USA","7712 18 Avenue, 11214, Brooklyn, New York, USA","(7!8) 621-1081","40.6120887","-73.9976445","13.5","13.5","532.4","324.2","0","Older Adults","N","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish,Chinese,Russian,Bengali,Creole,Korean,Arabic,Urdu,French,Polish","Y","Main Entrance","N","Y","N","N","N","N","N","N","Y",,,,,"Y",,"Tablets","Y","Age 60 & Over. Live in one of 5 Boro's, ID. free Membership",,"311","43","3161447","3062480045","276","BK1101","POINT (-73.99764449999999 40.6120887)"
"2025","DYCDPCCSU312","Department of Youth and Community Development (DYCD)","Sunnyside Community Services",,"Woodside Cornerstone Community Center","NY","Queens","11377","50-19 Broadway, 11377, Queens, New York, USA","50-19 Broadway, 11377, Queens, New York, USA","(718) 312-2570","40.7551885","-73.9104761","57","6","2","57","N/A","All NYC residents","N","2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","2:30 PM - 10:00 PM","10:00 AM - 5:00 PM","Closed","N/A","N/A","N/A","N/A","Y","N","Y","Y","N","Y","N","Y",,,,,"N",,"N/A","N/A","N/A","http://scsny.org","401","26","4431001","4007380050","163","QN0104","POINT (-73.9104761 40.7551885)"
"2025","NYPL066","New York Public Library (NYPL)","New York Public Library (NYPL)",,"Sedgwick Library","NY","Bronx","10453","1701 Martin Luther King, Jr. Blvd., 10453, Bronx, New York, USA","1701 Martin Luther King, Jr. Blvd., 10453, Bronx, New York, USA","(718) 731-2074","40.8149811","-73.9580517","1000","1000","1000","1000","22","All NYC residents","Y","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengali,Haitian,Creole,Arabic,Urdu,French,Polish","Y","N/A","Y","Y","Y","Y","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops,Chromebooks","N","N/A","http://nypl.org/techconnect","205","14","2100281","2028780224","21501","BX0501","POINT (-73.95805170000001 40.8149811)"
"2025","NYPL069","New York Public Library (NYPL)","New York Public Library (NYPL)",,"South Beach Library","NY","Staten Island","10305","41 Father Capodanno Boulevard, 10305, Staten Island, New York, USA","41 Father Capodanno Boulevard, 10305, Staten Island, New York, USA","(718) 816-5834","40.5957896","-74.0629371","1000","1000","1000","1000","9","All NYC residents","Y","11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","10:00 AM - 5:00 PM","10:00 AM - 5:00 PM","Closed","Spanish,Chinese,Russian,Bengali,Haitian,Creole,Arabic,Urdu,French,Polish","Y","N/A","Y","Y","Y","Y","Y","Y","N","N","N",,,,,"Y",,"Laptops,Desktops,Chromebooks","N","N/A","http://nypl.org/techconnect","502","50","5129317","5031210001","74","SI0201","POINT (-74.0629371 40.5957896)"
"2025","NYCHADV01","New York City Housing Authority (NYCHA)","New York City Housing Authority (NYCHA)",,"Digital Van 1","NY","Manhattan,Brooklyn,Bronx,Queens,Staten Island","N/A","N/A, N/A, Manhattan, Brooklyn, Bronx, Queens, Staten Island, New York, USA","N/A, N/A, Manhattan, Brooklyn, Bronx, Queens, Staten Island, New York, USA","(212) 306-8090","40.7127753","-74.0059728","N/A","N/A","N/A","N/A","8",,"Y","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","9:00 AM - 3:00 PM","Sometimes during the Summer, 1 Saturday per month per driver.","N/A","Spanish","Y","N/A","Y","Y","Y","Y","Y","N","N","N","Y",,,,,"N",,"Wi-fi Hotspots,Desktops,Printers","Y","The eligbility requirement is that you must be under the age of 12 and be accompanied by an adult.","https://www.nyc.gov/site/nycha/residents/digital-van.page",,,,,,,"POINT (-74.0059728 40.7127753)"
"2025","DFTAPCCPRE217","NYC Aging","Presbyterian Senior Services",,"Davidson Neighborhood Senior Center","NY","Bronx","10459","950 Union Avenue, 10459, Bronx, New York, USA","950 Union Avenue, 10459, Bronx, New York, USA","(718) 328-2810","40.823105","-73.9013061","97.3","28.1","111","35.5","10","Older Adults","N","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","Closed","Closed","Spanish","Y","950 union avenue (rear of building) Bronx, Ny 10459","N","Y","Y","N","Y","N","Y","N","Y",,,,,"Y",,"Desktops,Printers","Y","60 years and older","https://pssusa.org/","203","17","2005015","2026780001","12901","BX0202","POINT (-73.9013061 40.823105)"
